Variable,B4-A-Siempre-Recuento,B4-A-Siempre-% del N de fila,B4-A-Siempre-% de N columnas,B4-A-Muchas veces-Recuento,B4-A-Muchas veces-% del N de fila,B4-A-Muchas veces-% de N columnas,B4-A-Pocas veces-Recuento,B4-A-Pocas veces-% del N de fila,B4-A-Pocas veces-% de N columnas,B4-A-Nunca-Recuento,B4-A-Nunca-% del N de fila,B4-A-Nunca-% de N columnas,B4-B-Siempre-Recuento,B4-B-Siempre-% del N de fila,B4-B-Siempre-% de N columnas,B4-B-Muchas veces-Recuento,B4-B-Muchas veces-% del N de fila,B4-B-Muchas veces-% de N columnas,B4-B-Pocas veces-Recuento,B4-B-Pocas veces-% del N de fila,B4-B-Pocas veces-% de N columnas,B4-B-Nunca-Recuento,B4-B-Nunca-% del N de fila,B4-B-Nunca-% de N columnas,B4-C-Siempre-Recuento,B4-C-Siempre-% del N de fila,B4-C-Siempre-% de N columnas,B4-C-Muchas veces-Recuento,B4-C-Muchas veces-% del N de fila,B4-C-Muchas veces-% de N columnas,B4-C-Pocas veces-Recuento,B4-C-Pocas veces-% del N de fila,B4-C-Pocas veces-% de N columnas,B4-C-Nunca-Recuento,B4-C-Nunca-% del N de fila,B4-C-Nunca-% de N columnas,B4-D-Siempre-Recuento,B4-D-Siempre-% del N de fila,B4-D-Siempre-% de N columnas,B4-D-Muchas veces-Recuento,B4-D-Muchas veces-% del N de fila,B4-D-Muchas veces-% de N columnas,B4-D-Pocas veces-Recuento,B4-D-Pocas veces-% del N de fila,B4-D-Pocas veces-% de N columnas,B4-D-Nunca-Recuento,B4-D-Nunca-% del N de fila,B4-D-Nunca-% de N columnas,B4-E-Siempre-Recuento,B4-E-Siempre-% del N de fila,B4-E-Siempre-% de N columnas,B4-E-Muchas veces-Recuento,B4-E-Muchas veces-% del N de fila,B4-E-Muchas veces-% de N columnas,B4-E-Pocas veces-Recuento,B4-E-Pocas veces-% del N de fila,B4-E-Pocas veces-% de N columnas,B4-E-Nunca-Recuento,B4-E-Nunca-% del N de fila,B4-E-Nunca-% de N columnas,B4-F-Siempre-Recuento,B4-F-Siempre-% del N de fila,B4-F-Siempre-% de N columnas,B4-F-Muchas veces-Recuento,B4-F-Muchas veces-% del N de fila,B4-F-Muchas veces-% de N columnas,B4-F-Pocas veces-Recuento,B4-F-Pocas veces-% del N de fila,B4-F-Pocas veces-% de N columnas,B4-F-Nunca-Recuento,B4-F-Nunca-% del N de fila,B4-F-Nunca-% de N columnas,B4-G-Siempre-Recuento,B4-G-Siempre-% del N de fila,B4-G-Siempre-% de N columnas,B4-G-Muchas veces-Recuento,B4-G-Muchas veces-% del N de fila,B4-G-Muchas veces-% de N columnas,B4-G-Pocas veces-Recuento,B4-G-Pocas veces-% del N de fila,B4-G-Pocas veces-% de N columnas,B4-G-Nunca-Recuento,B4-G-Nunca-% del N de fila,B4-G-Nunca-% de N columnas,B4-H-Siempre-Recuento,B4-H-Siempre-% del N de fila,B4-H-Siempre-% de N columnas,B4-H-Muchas veces-Recuento,B4-H-Muchas veces-% del N de fila,B4-H-Muchas veces-% de N columnas,B4-H-Pocas veces-Recuento,B4-H-Pocas veces-% del N de fila,B4-H-Pocas veces-% de N columnas,B4-H-Nunca-Recuento,B4-H-Nunca-% del N de fila,B4-H-Nunca-% de N columnas,B4-I-Siempre-Recuento,B4-I-Siempre-% del N de fila,B4-I-Siempre-% de N columnas,B4-I-Muchas veces-Recuento,B4-I-Muchas veces-% del N de fila,B4-I-Muchas veces-% de N columnas,B4-I-Pocas veces-Recuento,B4-I-Pocas veces-% del N de fila,B4-I-Pocas veces-% de N columnas,B4-I-Nunca-Recuento,B4-I-Nunca-% del N de fila,B4-I-Nunca-% de N columnas,B4-J-Siempre-Recuento,B4-J-Siempre-% del N de fila,B4-J-Siempre-% de N columnas,B4-J-Muchas veces-Recuento,B4-J-Muchas veces-% del N de fila,B4-J-Muchas veces-% de N columnas,B4-J-Pocas veces-Recuento,B4-J-Pocas veces-% del N de fila,B4-J-Pocas veces-% de N columnas,B4-J-Nunca-Recuento,B4-J-Nunca-% del N de fila,B4-J-Nunca-% de N columnas,B4-K-Siempre-Recuento,B4-K-Siempre-% del N de fila,B4-K-Siempre-% de N columnas,B4-K-Muchas veces-Recuento,B4-K-Muchas veces-% del N de fila,B4-K-Muchas veces-% de N columnas,B4-K-Pocas veces-Recuento,B4-K-Pocas veces-% del N de fila,B4-K-Pocas veces-% de N columnas,B4-K-Nunca-Recuento,B4-K-Nunca-% del N de fila,B4-K-Nunca-% de N columnas
Doctorado,85,0.55,0.01,45,0.29,0.01,25,0.16,0.02,0,0,0,93,0.6,0.01,48,0.31,0.01,13,0.08,0.02,1,0.01,0.03,28,0.18,0.02,20,0.13,0.01,65,0.42,0.01,42,0.27,0.01,68,0.44,0.01,56,0.36,0.01,26,0.17,0.02,5,0.03,0.05,68,0.44,0.01,60,0.39,0.01,22,0.14,0.02,5,0.03,0.05,23,0.15,0.02,25,0.16,0.01,64,0.41,0.02,43,0.28,0.01,64,0.41,0.01,52,0.34,0.01,34,0.22,0.02,5,0.03,0.02,65,0.42,0.01,58,0.37,0.01,30,0.19,0.02,2,0.01,0.01,67,0.43,0.01,60,0.39,0.01,26,0.17,0.02,2,0.01,0.03,68,0.44,0.01,60,0.39,0.01,25,0.16,0.02,2,0.01,0.02,72,0.47,0.01,54,0.35,0.01,24,0.16,0.02,5,0.03,0.04
Posdoctorado,6,0.86,0,0,0,0,1,0.14,0,0,0,0,5,0.71,0,2,0.29,0,0,0,0,0,0,0,2,0.29,0,0,0,0,1,0.14,0,4,0.57,0,6,0.86,0,1,0.14,0,0,0,0,0,0,0,6,0.86,0,0,0,0,1,0.14,0,0,0,0,1,0.14,0,0,0,0,3,0.43,0,3,0.43,0,6,0.86,0,1,0.14,0,0,0,0,0,0,0,4,0.57,0,3,0.43,0,0,0,0,0,0,0,6,0.86,0,1,0.14,0,0,0,0,0,0,0,5,0.71,0,2,0.29,0,0,0,0,0,0,0,6,0.86,0,0,0,0,1,0.14,0,0,0,0
Menor o igual a 10,2294,0.54,0.36,1333,0.32,0.37,571,0.14,0.41,38,0.01,0.57,2514,0.59,0.37,1401,0.33,0.37,305,0.07,0.39,16,0,0.44,688,0.16,0.45,660,0.16,0.4,1658,0.39,0.34,1230,0.29,0.36,2060,0.49,0.38,1522,0.36,0.36,609,0.14,0.35,45,0.01,0.41,1983,0.47,0.37,1682,0.4,0.37,518,0.12,0.37,53,0.01,0.51,557,0.13,0.44,717,0.17,0.4,1532,0.36,0.35,1430,0.34,0.36,1915,0.45,0.37,1622,0.38,0.37,630,0.15,0.37,69,0.02,0.32,1759,0.42,0.36,1757,0.42,0.37,658,0.16,0.4,62,0.02,0.43,2036,0.48,0.37,1737,0.41,0.37,432,0.1,0.39,31,0.01,0.44,2140,0.51,0.37,1651,0.39,0.38,416,0.1,0.36,29,0.01,0.35,2115,0.5,0.38,1588,0.38,0.36,481,0.11,0.37,52,0.01,0.42
11 a 20,2090,0.54,0.33,1293,0.34,0.36,467,0.12,0.33,14,0,0.21,2282,0.59,0.33,1307,0.34,0.35,265,0.07,0.34,10,0,0.28,496,0.13,0.33,587,0.15,0.35,1685,0.44,0.35,1096,0.28,0.32,1755,0.45,0.32,1476,0.38,0.35,599,0.16,0.35,34,0.01,0.31,1760,0.46,0.33,1560,0.4,0.35,517,0.13,0.37,27,0.01,0.26,397,0.1,0.32,621,0.16,0.35,1520,0.39,0.35,1326,0.34,0.33,1634,0.42,0.32,1562,0.4,0.36,578,0.15,0.34,90,0.02,0.41,1522,0.39,0.31,1727,0.45,0.36,561,0.15,0.34,54,0.01,0.38,1781,0.46,0.32,1669,0.43,0.35,391,0.1,0.35,23,0.01,0.32,1933,0.5,0.33,1509,0.39,0.35,395,0.1,0.35,27,0.01,0.33,1769,0.46,0.32,1574,0.41,0.36,480,0.12,0.37,41,0.01,0.33
21 a 30,1985,0.59,0.31,984,0.29,0.27,365,0.11,0.26,15,0,0.22,2080,0.62,0.3,1052,0.31,0.28,207,0.06,0.27,10,0,0.28,344,0.1,0.23,424,0.13,0.25,1472,0.44,0.31,1109,0.33,0.32,1607,0.48,0.3,1199,0.36,0.29,513,0.15,0.3,30,0.01,0.28,1667,0.5,0.31,1285,0.38,0.28,373,0.11,0.27,24,0.01,0.23,300,0.09,0.24,460,0.14,0.26,1312,0.39,0.3,1277,0.38,0.32,1585,0.47,0.31,1209,0.36,0.28,496,0.15,0.29,59,0.02,0.27,1562,0.47,0.32,1326,0.4,0.28,433,0.13,0.26,28,0.01,0.19,1728,0.52,0.31,1319,0.39,0.28,285,0.09,0.26,17,0.01,0.24,1775,0.53,0.3,1215,0.36,0.28,332,0.1,0.29,27,0.01,0.33,1710,0.51,0.31,1261,0.38,0.29,348,0.1,0.27,30,0.01,0.24
31 a 40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41 a 50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mayor o igual a 51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Definitivo o base,5901,0.55,0.93,3402,0.32,0.94,1331,0.12,0.95,59,0.01,0.88,6371,0.6,0.93,3557,0.33,0.95,733,0.07,0.94,32,0,0.89,1412,0.13,0.92,1577,0.15,0.94,4540,0.43,0.94,3164,0.3,0.92,5015,0.47,0.93,3940,0.37,0.94,1638,0.15,0.95,100,0.01,0.92,5017,0.47,0.93,4256,0.4,0.94,1324,0.12,0.94,96,0.01,0.92,1131,0.11,0.9,1697,0.16,0.94,4114,0.39,0.94,3751,0.35,0.93,4726,0.44,0.92,4142,0.39,0.94,1617,0.15,0.95,208,0.02,0.95,4456,0.42,0.92,4544,0.43,0.95,1560,0.15,0.94,133,0.01,0.92,5134,0.48,0.93,4438,0.42,0.94,1054,0.1,0.95,67,0.01,0.94,5410,0.51,0.93,4120,0.39,0.94,1085,0.1,0.95,78,0.01,0.94,5161,0.48,0.92,4175,0.39,0.94,1242,0.12,0.95,115,0.01,0.94
Interino,226,0.6,0.04,106,0.28,0.03,36,0.1,0.03,6,0.02,0.09,247,0.66,0.04,100,0.27,0.03,24,0.06,0.03,3,0.01,0.08,69,0.18,0.05,44,0.12,0.03,127,0.34,0.03,134,0.36,0.04,201,0.54,0.04,122,0.33,0.03,46,0.12,0.03,5,0.01,0.05,201,0.54,0.04,124,0.33,0.03,45,0.12,0.03,4,0.01,0.04,70,0.19,0.06,55,0.15,0.03,122,0.33,0.03,127,0.34,0.03,202,0.54,0.04,120,0.32,0.03,47,0.13,0.03,5,0.01,0.02,189,0.51,0.04,128,0.34,0.03,50,0.13,0.03,7,0.02,0.05,203,0.54,0.04,140,0.37,0.03,27,0.07,0.02,4,0.01,0.06,210,0.56,0.04,132,0.35,0.03,29,0.08,0.03,3,0.01,0.04,224,0.6,0.04,111,0.3,0.03,35,0.09,0.03,4,0.01,0.03
Tiempo fijo,168,0.64,0.03,72,0.28,0.02,20,0.08,0.01,1,0,0.02,175,0.67,0.03,73,0.28,0.02,13,0.05,0.02,0,0,0,31,0.12,0.02,39,0.15,0.02,104,0.4,0.02,87,0.33,0.03,144,0.55,0.03,92,0.35,0.02,22,0.08,0.01,3,0.01,0.03,130,0.5,0.02,102,0.39,0.02,26,0.1,0.02,3,0.01,0.03,38,0.15,0.03,31,0.12,0.02,87,0.33,0.02,105,0.4,0.03,141,0.54,0.03,89,0.34,0.02,28,0.11,0.02,3,0.01,0.01,139,0.53,0.03,96,0.37,0.02,25,0.1,0.02,1,0,0.01,144,0.55,0.03,103,0.4,0.02,14,0.05,0.01,0,0,0,153,0.59,0.03,88,0.34,0.02,19,0.07,0.02,1,0,0.01,141,0.54,0.03,97,0.37,0.02,22,0.08,0.02,1,0,0.01
No tengo nombramiento,6,0.5,0,2,0.17,0,3,0.25,0,1,0.08,0.02,8,0.67,0,3,0.25,0,0,0,0,1,0.08,0.03,2,0.17,0,1,0.08,0,6,0.5,0,3,0.25,0,4,0.33,0,6,0.5,0,1,0.08,0,1,0.08,0.01,3,0.25,0,7,0.58,0,1,0.08,0,1,0.08,0.01,2,0.17,0,1,0.08,0,8,0.67,0,1,0.08,0,4,0.33,0,6,0.5,0,1,0.08,0,1,0.08,0.01,4,0.33,0,4,0.33,0,3,0.25,0,1,0.08,0.01,6,0.5,0,5,0.42,0,1,0.08,0,0,0,0,7,0.58,0,2,0.17,0,2,0.17,0,1,0.08,0.01,6,0.5,0,5,0.42,0,0,0,0,1,0.08,0.01
Otro,68,0.62,0.01,28,0.26,0.01,13,0.12,0.01,0,0,0,75,0.69,0.01,27,0.25,0.01,7,0.06,0.01,0,0,0,14,0.13,0.01,10,0.09,0.01,38,0.35,0.01,47,0.43,0.01,58,0.53,0.01,37,0.34,0.01,14,0.13,0.01,0,0,0,59,0.54,0.01,38,0.35,0.01,12,0.11,0.01,0,0,0,13,0.12,0.01,14,0.13,0.01,33,0.3,0.01,49,0.45,0.01,61,0.56,0.01,36,0.33,0.01,11,0.1,0.01,1,0.01,0.01,55,0.51,0.01,38,0.35,0.01,14,0.13,0.01,2,0.02,0.01,58,0.53,0.01,39,0.36,0.01,12,0.11,0.01,0,0,0,68,0.62,0.01,33,0.3,0.01,8,0.07,0.01,0,0,0,62,0.57,0.01,35,0.32,0.01,10,0.09,0.01,2,0.02,0.02
GENERAL PÚBLICA,5661,0.56,0.89,3228,0.32,0.89,1195,0.12,0.85,58,0.01,0.87,6118,0.6,0.89,3341,0.33,0.89,652,0.06,0.84,31,0,0.86,1390,0.14,0.91,1509,0.15,0.9,4290,0.42,0.89,2953,0.29,0.86,4842,0.48,0.89,3738,0.37,0.89,1473,0.15,0.86,89,0.01,0.82,4807,0.47,0.89,4035,0.4,0.89,1208,0.12,0.86,92,0.01,0.89,1129,0.11,0.9,1617,0.16,0.9,3865,0.38,0.89,3531,0.35,0.88,4555,0.45,0.89,3910,0.39,0.89,1487,0.15,0.87,190,0.02,0.87,4243,0.42,0.88,4312,0.43,0.9,1455,0.14,0.88,132,0.01,0.92,4855,0.48,0.88,4254,0.42,0.9,967,0.1,0.87,66,0.01,0.93,5197,0.51,0.89,3894,0.38,0.89,972,0.1,0.85,79,0.01,0.95,4957,0.49,0.89,3924,0.39,0.89,1147,0.11,0.88,114,0.01,0.93
INDÍGENAS,708,0.54,0.11,382,0.29,0.11,208,0.16,0.15,9,0.01,0.13,758,0.58,0.11,419,0.32,0.11,125,0.1,0.16,5,0,0.14,138,0.11,0.09,162,0.12,0.1,525,0.4,0.11,482,0.37,0.14,580,0.44,0.11,459,0.35,0.11,248,0.19,0.14,20,0.02,0.18,603,0.46,0.11,492,0.38,0.11,200,0.15,0.14,12,0.01,0.12,125,0.1,0.1,181,0.14,0.1,499,0.38,0.11,502,0.38,0.12,579,0.44,0.11,483,0.37,0.11,217,0.17,0.13,28,0.02,0.13,600,0.46,0.12,498,0.38,0.1,197,0.15,0.12,12,0.01,0.08,690,0.53,0.12,471,0.36,0.1,141,0.11,0.13,5,0,0.07,651,0.5,0.11,481,0.37,0.11,171,0.13,0.15,4,0,0.05,637,0.49,0.11,499,0.38,0.11,162,0.12,0.12,9,0.01,0.07
Total,6369,0.56,1,3610,0.32,1,1403,0.12,1,67,0.01,1,6876,0.6,1,3760,0.33,1,777,0.07,1,36,0,1,1528,0.13,1,1671,0.15,1,4815,0.42,1,3435,0.3,1,5422,0.47,1,4197,0.37,1,1721,0.15,1,109,0.01,1,5410,0.47,1,4527,0.4,1,1408,0.12,1,104,0.01,1,1254,0.11,1,1798,0.16,1,4364,0.38,1,4033,0.35,1,5134,0.45,1,4393,0.38,1,1704,0.15,1,218,0.02,1,4843,0.42,1,4810,0.42,1,1652,0.14,1,144,0.01,1,5545,0.48,1,4725,0.41,1,1108,0.1,1,71,0.01,1,5848,0.51,1,4375,0.38,1,1143,0.1,1,83,0.01,1,5594,0.49,1,4423,0.39,1,1309,0.11,1,123,0.01,1
